,name,workCity,workType,workingExp,companySize,education,jobSummary,companyName,salaryReal,recruitNumber,property,is_duplicate_with_previous
56,数据分析师,北京,全职,无经验,1000-9999人,本科,嘿，数据分析达人！我们正在找你，一起用数据解锁公司的潜力！你的工作将是收集、清洗、整合数据，让它们变得可视化和有意义。通过你的分析，我们将做出更明智的决策。如果你满足以下条件，就快来加入我们吧！ 本科及以上学历，学点统计学、数学什么的就更好了； 有几年数据分析经验，新手也没关系，我们带你飞； 熟练掌握Excel、R、Python等数据分析工具； 头脑灵活，善于沟通； 对数据有敏锐的洞察力。,智联招聘,15001-25000,1,其它,False
57,【2024校招】数据分析,广州,校园,无经验,1000-9999人,本科,* 职位描述： 1、监控及分析市场及游戏运营数据，及时发现并分析异常情况，产出数据报告； 2、与市场、运营、发行部门紧密联系，跨部门沟通，结合数据分析沟通改进意见并跟进执行情况； 3、深入了解发行买量业务，优化数据分析方法论、推动改进市场数据后台； 4、协助制定及优化发行买量等运营业务相关流程、规范，并推动落实。 * 职位要求： 1、本科及以上学历，专业不限，金融/财务/工商管理/市场营销/统计学...,广州四三九九信息科技有限公司,12001-20000,5,民营,False
58,朝九晚五数据分析,成都,全职,不限,20-99人,大专,1、负责数据核算、核对、分析 。2、负责物流系统ERP数据的更新、跟进、分析 。 3、简单爬虫的数据获取、分析 。 任职要求：1、熟悉office相关操作，尤其是Excel。 2、简单的SQL、python相关操作 。 3、专科及以上学历，有相关运营工作从业经验。4、具备相关工作经验者优先。,南京万启通信有限公司,7001-9000,4,民营,False
59,数据分析主管（广州市）,广州,全职,不限,10000人以上,大专,岗位职责:一、建立数据库1、正确使用标准化基础表单；2、有效梳理和归集各类数据；3、实时更新数据库，保证准确性；4、建立制度流程，保障数据库正常运作。二、分析日常数据1、分析、解读外部数据、销售运营情况、常规费用投入、利润率、促销有效性；2、建立各种专项数据分析模型；三、提供专业指导1、开发分析工具及分析模型；2、对相关人员进行培训和技术指导；四、负责销售环节产品新鲜度管理要求的传递、检查及跟进处...,伊利,15001-25000,1,股份制企业,False
60,数据分析师（北京）,北京,全职,不限,1000-9999人,学历不限,岗位职责：1、利用机器学习、深度学习、统计理论和方法解决实际问题；2、参与数据挖掘建模、算法设计、优化及开发、文档编写工作。基本条件：1、具备较好的沟通能力、适应能力和理解能力；2、勤奋敬业、主动性和责任心强；3、熟悉基本的数据分析方法、机器学习算法、深度学习算法；4、熟悉R/Python等至少一种数据挖掘工具；5、良好的文档撰写能力，熟练使用PPT、WORD等OFFICE软件工具；6、熟悉数据库...,新讯数字科技(杭州)有限公司北京分公司,10001-15000,2,民营,False
61,数据分析师,北京,全职,不限,20-99人,大专,岗位职责：1、负责公司数据统计分析挖掘、发现问题以提供策略建议，并配合策划并落实精准营销方案;2、理解业务的方向和战略，产出有效的数据模型，形成分析报告，提供数据支持;3、规划数据分析应用项目，开展并推动项目应用和发展;4、负责与技术部的后台产品沟通优化和完善公司的数据分析体系。岗位要求：1、专科及以上学历，统计学、数学，计算机等相关理工科专业；2、有必备的统计建模能力，熟悉常用的算法；3、具备良...,上海狩利信息科技有限公司,15001-17000,2,民营,False
62,数据分析,北京,全职,不限,10000人以上,本科,岗位职责：1. 业务数据分析：负责电销业务诊断模型优化，结合业务发展阶段和业务场景，精细化分析业务指标，诊断业务问题，识别业务机会点，协同电销主管制定提升方案，致力于电销业务质量的提升2. 业务进度跟进：跟进电销业务一线核心业务指标的周度/月度/季度目标与进展，实时评估目标达成的可能性，并从数据层面提出风险评估与提升建议3. 业务数据工具：基于电销业务需求设计业务看板和报表工具，为电销业务日常运营...,长城汽车,8001-15000,3,民营,False
63,数据分析工程师,西安,全职,不限,1000-9999人,本科,岗位内容：负责新能源发电设备运行数据的分析诊断，配合团队进行相关诊断算法的开发应用以及现场验证；岗位要求：本科以上学历，工科背景，具体专业不限。身心健康，对数据分析工作有兴趣、工作态度认真负责。有数据分析工作经验、能够熟练掌握一项以上大数据分析工具、有故障诊断经验者优先考虑。特别优秀者薪资面议。,西安益通热工技术服务有限责任公司,10001-20000,5,国企,False
64,数据分析助理,重庆,全职,1年以下,100-299人,本科,"岗位职责 :1.平台大数据环境的部署维护和技术支持2.应用故障的处理跟踪及统计汇总分析3.应用安全，数据的日常备份和应急恢复任职条件:1本科及以上学历，只接受往届毕业生2、头脑灵活，善于钻研，自学能力强，沟通能力强3、熟悉使用Excel等办公软件,有专人带,需要掌握良好的数学功底4、有无经验均可，但是要积极乐观，责任心强，工作认真细致",贵州鹏莱信息咨询服务有限公司,7001-12000,16,民营,False
65,数据分析岗,上海,全职,不限,500-999人,硕士,岗位职责：1.利用SQL、Excel、Tableau等于统计工具或软件，对业务数据进行统计、分析和挖掘，定期输出各类书面或自动化数据分析报告，为管理层和各条线掌握业务发展情况、做出战略决策部署提供数据分析参考。2.根据业务进展过程中的具体需求和场景，为市场经营决策、产品把控、营销策略、机构合作、风险核查等提供相应的数据支持和分析服务。3.撰写主题性数据分析报告；撰写各类全局或业务分析类会议的数据分...,银联国际有限公司,0-0,1,国企,False
66,数据分析,北京,全职,不限,20-99人,大专,岗位要求：1.根据政策要求，对数据进行标注和复核；2.监控风险标注结果并反馈优化建议；3.对业务数据定期汇总与归纳；4.积极承担工作过程中分配的其他任务；人员要求：1.大专及以上学历，统计学、运筹学、应用数学、计算机专业优先考虑；2.文字信息理解能力较好，善于接受新事物，学习思考积极性较强；3.沟通能力强，逻辑能力强、细致，有强烈的工作责任感；4.熟练应用excel等办公软件。,北京中瓴时代科技有限公司,7001-14000,3,其它,False
67,数据分析专员,北京,全职,无经验,10000人以上,本科,工作职责-负责自然语言处理技术相关的数据标注、分析工作-负责搜索推荐结果优化的数据标注、分析工作-负责小语种翻译技术优化的相关数据标注、分析工作-包含但不限于等词法、句法分析、对话、问答、摘要、翻译等方向的语言分析和标注工作。 任职要求：工作要求-必须一本以上学历，语言学及应用语言学、中文信息处理、计算语言学、英语、心理学等相关专业优先-有语料库建设等相关工作者优先-熟练使用EXCEL等办公软件和...,上海微创软件股份有限公司,10001-12000,1,合资,False
68,数据分析助理（双休）,杭州,全职,不限,100-299人,本科,工作职责： 1．日常数据整理、分类、统计；定期提交日常数据分析报告。2．针对日常运营数据进行统计分析，并进行交易报表汇总及开展相关业务分析工作；3．保持与相应数据接口部门工作沟通，保证数据分析工作有效进行。 任职资格： 1）统计学、数学、运筹学、计算机或相关专业本科及以上学历；2）能熟练使用Excel，熟悉office常用功能3）熟练使用相关工具（如SPSS/SAS/SQL等软件）进行数据提取分析...,杭州烛名科技有限公司,8001-15000,5,民营,False
69,数据分析（珠海/深圳）,深圳,全职,不限,300-499人,本科,工作职责：1、根据产品需求以及业务特点，设计数据埋点方案。2、核验数据准确性，及时发现数据异常，经过有效沟通及时修复。3、负责对公司各业务的数据处理、分析和挖掘工作，输出分析报告、BI概览。任职要求：1、本科及以上学历，数学、统计学、计算机等相关专业；2、熟练使用数据分析工具，如MYSQL、Excel、Quick BI、Python等；3、具备良好的理解能力和语言表达能力，有一定的数据分析基础，突...,深圳尚米网络技术有限公司,6001-10000,3,民营,False
70,数据分析专员,深圳,全职,不限,100-299人,大专,"1.建立和完善日常业务监控体系,能够及时准确完整的展现项目的运作情况; 2.根据业务需求，通过专项分析，为业务部决策提供数据支持； 3.对异常数据进行及时预警，定期形成相关的报表，并向相关部门反馈，并提出解决方案； 4.能够积极主动且持续的挖掘日常业务数据，发现业务价值和机会点。 职位福利：五险一金、绩效奖金、带薪年假、加班补助、周末双休、定期团建、年轻化团队、员工食堂",浙江然自芯环保科技有限公司,6001-10000,1,民营,False
71,数据分析助埋(双休),杭州,全职,不限,20-99人,本科,工作职责:1.日常数据整理、分类、统计;定期提交日常数据分析报告，2.针对日常运营数据进行统计分析，并进行交易报表汇总及开展相关业务分析工作;3.保持与相应数据接口部门工作沟通，保证数据分析工作有效进行。任职资格:1)统计学、数学、运筹学、计算机或相关专业本科及以上学历;2)能熟练使用Excel，熟悉 office常用功能3)熟练使用相关工具(如SPSS/SAS/SQL等软件)进行数据取分析用户消...,宿州旭耀数字传媒科技有限公司,9001-12000,3,股份制企业,False
